"Tabela 8882 - Índice e variação da receita nominal e do volume de vendas no comércio varejista, por atividades (2022 = 100)"
"Variável - PMC - Número-índice (2022=100) (Número-índice)"
"";"Atividades";"Mês x Tipos de índice"
"";"Atividades";"janeiro 2019";"fevereiro 2019";"março 2019";"abril 2019";"maio 2019";"junho 2019";"julho 2019";"agosto 2019";"setembro 2019";"outubro 2019";"novembro 2019";"dezembro 2019";"janeiro 2020";"fevereiro 2020";"março 2020";"abril 2020";"maio 2020";"junho 2020";"julho 2020";"agosto 2020";"setembro 2020";"outubro 2020";"novembro 2020";"dezembro 2020";"janeiro 2021";"fevereiro 2021";"março 2021";"abril 2021";"maio 2021";"junho 2021";"julho 2021";"agosto 2021";"setembro 2021";"outubro 2021";"novembro 2021";"dezembro 2021";"janeiro 2022";"fevereiro 2022";"março 2022";"abril 2022";"maio 2022";"junho 2022";"julho 2022";"agosto 2022";"setembro 2022";"outubro 2022";"novembro 2022";"dezembro 2022";"janeiro 2023";"fevereiro 2023";"março 2023";"abril 2023";"maio 2023";"junho 2023";"julho 2023";"agosto 2023";"setembro 2023";"outubro 2023";"novembro 2023";"dezembro 2023";"janeiro 2024";"fevereiro 2024";"março 2024";"abril 2024";"maio 2024";"junho 2024";"julho 2024";"agosto 2024";"setembro 2024";"outubro 2024";"novembro 2024";"dezembro 2024";"janeiro 2025";"fevereiro 2025";"março 2025";"abril 2025";"maio 2025";"junho 2025";"julho 2025";"agosto 2025";"setembro 2025";"outubro 2025";"novembro 2025";"dezembro 2025"
"";"Atividades";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista";"Índice de volume de vendas no comércio varejista"
"Brasil";"Hipermercados, supermercados, produtos alimentícios, bebidas e fumo";"96,47752";"90,75268";"94,37610";"93,30936";"93,46582";"91,40297";"93,14186";"99,22104";"93,26685";"97,85853";"101,78169";"115,23238";"93,83039";"94,36996";"104,74174";"97,66291";"102,18091";"97,29924";"102,30092";"102,19893";"97,30704";"105,02037";"99,93074";"119,24585";"95,00777";"90,06524";"100,68125";"95,97968";"97,83454";"94,35815";"100,48852";"97,42588";"94,24539";"99,79527";"99,29806";"118,75070";"94,08817";"91,88080";"97,29826";"99,87038";"97,38395";"96,46825";"100,21917";"98,78697";"97,78536";"102,51205";"102,04472";"121,66192";"96,30070";"92,73136";"101,62821";"103,19666";"98,68158";"99,56226";"103,17058";"104,48636";"104,74064";"104,46568";"107,12675";"128,22140";"102,14850";"101,42708";"110,41701";"101,88901";"108,78253";"103,15490";"106,54876";"111,28112";"105,46537";"110,39785";"112,92735";"127,20855";"104,99217";"101,14034";"108,94951";"109,38155";"109,36831";"102,91958";"107,07890";"110,72470";"104,80687";"110,43216";"112,98795";"128,87705"
"Brasil";"Hipermercados e supermercados";"95,54743";"89,64694";"93,06886";"92,21864";"92,10576";"89,65830";"91,35823";"97,67820";"91,54256";"95,95857";"100,41654";"114,31624";"92,72008";"93,30239";"104,20797";"97,58569";"102,21010";"97,02254";"102,05364";"101,90400";"96,66196";"104,65985";"99,98110";"119,62392";"95,04294";"90,15998";"100,73384";"96,01585";"97,78763";"94,10462";"100,30140";"97,13298";"93,79065";"99,64740";"99,21334";"118,90948";"93,99327";"91,46843";"96,91359";"99,87137";"97,15813";"96,16971";"100,31185";"98,79930";"97,71469";"102,37674";"102,47478";"122,74814";"96,58423";"93,02122";"101,72343";"103,94742";"98,53027";"99,42709";"103,35069";"104,71564";"105,34604";"104,84879";"107,75520";"129,20291";"102,92323";"102,28349";"111,34176";"102,83262";"109,58976";"103,52054";"107,32903";"112,47525";"106,67508";"111,31346";"114,45993";"128,78537";"106,45844";"102,36767";"110,04474";"111,12142";"110,54340";"103,88618";"108,23723";"112,19433";"106,15169";"111,75774";"114,65711";"130,44854"
"Fonte: IBGE - Pesquisa Mensal de Comércio"

""
"Legenda"
"Símbolo";"Significado"
"-";"Zero absoluto, não resultante de um cálculo ou arredondamento.
Ex: Em determinado município não existem pessoas de 14 anos de idade sem instrução."
"0";"Zero resultante de um cálculo ou arredondamento.
Ex: A inflação do feijão em determinada Região Metropolitana foi 0.
Determinado município produziu 400 kg de sementes de girassol e os dados da tabela são expressos em toneladas."
"X";"Valor inibido para não identificar o informante.
Ex: Determinado município só possui uma empresa produtora de cimento, logo o valor de sua produção deve ser inibido."
"..";"Valor não se aplica.
Ex: Não se pode obter o total da produção agrícola em determinado município quando os produtos agrícolas são contabilizados com unidades de medida distintas."
"...";"Valor não disponível.
Ex: A produção de feijão em determinado município não foi pesquisada ou determinado município não existia no ano da pesquisa."
"A a Z
(exceto X)";"Significa uma faixa de valores. Varia em função da tabela (se for o caso).
Ex: O nível de precisão da produção estimada de combustíveis está na faixa A (95 a 100%)"
